Sentence,Emotion 1,Emotion 2
"Excellent weekend in family, monuments and cities, relaxation and fun, sharing good times and great happiness.",Joy,
Excellent well worth a visit Good value for money friendly guides providing interesting facts.,Joy,
"Exchanging current money for old money, that can be used in the shops, is a good gimmick, and fun to do.",Surprise,
"Expect to pay above average prices for ticket entry, gifts in the shop, food in the shop etc.",Anticipation,Anger
Experienced stewards remained calm despite some idiots occasional provocation.,Surprise,
"Fact is myself and my friends were more than happy to be spending our money in here for my very special birthday, we did not deserve to be treated this way.",Joy,
Fairly friendly ticket-sales staff and fairly competent security staff scaring my 5yr girl.,Anger,
"Falls were spectacular, even though it was grey and miserable when we started, sun came out by the time we got to the top.",Joy,Surprise
"Fast rides, great value for money, felt safe, happy, friendly environment.",Trust,
"Feel as it may have been a blessing in disguise, because how good could a spa day have been at this hotel if this is how they treat customers.",Disgust,
Feel like we paid all that money to get into a very old fashioned club not to see a show.,Surprise,
Feels like the kind of place where your admission money is put to good use maintaining and improving the place.,Trust,
"Felt like I was an unwanted intruder not a paying visitor I was glad to get out of the house, it had a horrible cloying atmosphere",Fear,
"Felt like more of a youth club than a relaxing spa, which was disappointing due to travelling 90mins.",Sadness,
Felt like they treated me like a thief or someone who tries to win some money out of them.,Anger,
Felt safe and obvious good care and love of the horses.,Trust,
Felt that the park has done a lot to make this place feel as covid secure as it could.,Trust,
Felt too shocked to complain at the time because of the price for what you got but felt robbed as we were leaving.,Disgust,
"Felt very peaceful in spite of fellow tourist, lovely atmosphere and felt warm and comforting.",Joy,
"Felt very safe & the Santa experience was brilliant, best Santa & gift we have ever experienced.",Joy,
Felt very safe as we had been anxious about venturing out but so glad we did as we enjoyed the good and drinks so much!,Trust,
Finally for that amount of money I don't expect to have to go and find someone to clear and clean a table?,Surprise,
"Finally given up on the cafe, it is the worst possible place to eat, expensive, good food ruined.",Anger,
Finally the best was the wall climb it was just amazing watching the boys have great fun and the instructor was brilliant.,Surprise,
Finally the birthday cake and surprisingly good party bags were brought out and provided by Laser quest.,Surprise,
"Finally the food was abysmal in the cafe's, We were very disappointed and felt the event was a waste of time and money.",Disgust,
Finally the tea room was a great treat for us and again well staffed by wonderful volunteers happy to look after you.,Joy,
"Finishing on a high, the farm animals are very friendly and seem to be well kept and happy, the staff are very friendly.",Trust,
Finishing the day off presenting the winners trophy to winner in the last race was a perfect end to a perfect day.,Joy,
"First the good points, the spa was lovely, the light spa lunch excellent and the room really nice.",Joy,
"First time me and my boyfriend had been, we were very excited our expectations were quite high considering how expensive it was and it being an award winning spa.",Surprise,
"Firstly we were surprised to find out that it was cash only transactions, but we continued and paid for 2 games.",Surprise,
"Firstly, I have to say that the venue is lovely and the stewards at the show were all very friendly and professional.",Joy,
"Firstly, the zoo itself is very large so when arriving we were excited to see the animals in lovely big enclosures.",Surprise,
Following this we had to go through what felt like airport security which did not feel friendly at all.,Disgust,
Food choice was good and what was expected for a festival but get a bank loan for food and drinks super expensive!,Surprise,
FOOD is GREAT - GOOD CHOICE AND GOOD QUALITY AND GOOD VALUE FOR MONEY......,Joy,
"Food quality was good, we enjoyed what we had, it was not unreasonably priced, and the service was friendly and efficient.",Joy,
"Food stall after food stall after food stall, overpriced goods, when can we have a REAL ENGLISH MARKET!",Anger,
"Food very good here, place clean staff very friendly and price very reasonable, really good value for money",Trust,
"Food was a bit hit and miss but for the money paid, good value really with a wonderful friendly atmosphere.",Joy,
